#OTU ID	CJ1_B_At	CJ1_S_At	LG1_B_At	LG1_S_At	LG2_S_At	SY1_B_At	SY1_S_At	SY2_B_At	SY2_S_At	WC1_B_At	WC1_S_At	WC2_B_At	WC2_S_At	W18_A	W19_A	W20_A	W21_A	W22_A	W23_A	W24_A	W25_A	W26_A	W27_A	W28_A	W29_A	W30_A	W31_A	W32_A	W33_A	W34_A	W35_A	W36_A	W37_A	W38_A	W39_A	W40_A	W41_A	W42_A	W43_A	W44_A	W45_A
DJ_BAC_ASV_734	65	30	0	0	0	3	0	78	24	0	11	0	0	0	37	14	0	0	0	16	21	0	0	0	0	0	0	0	19	0	4	0	9	0	0	0	0	0	11	0	0
DJ_BAC_ASV_610	5	0	41	31	35	0	0	0	0	0	42	20	14	33	11	17	22	14	8	0	14	0	3	2	0	4	0	0	0	5	0	0	3	0	0	0	0	9	0	0	0
DJ_BAC_ASV_1149	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0
DJ_BAC_ASV_655	15	14	21	18	18	32	43	0	12	5	14	19	17	0	0	0	0	24	34	15	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	4
DJ_BAC_ASV_283	27	33	8	6	0	0	0	67	18	0	0	11	5	0	0	7	16	20	20	11	0	8	0	7	5	0	10	7	12	8	10	0	0	0	0	2	0	0	5	2	3
DJ_BAC_ASV_286	54	10	0	0	0	0	0	24	0	0	0	0	8	13	48	19	24	0	9	16	0	8	9	0	0	0	0	0	9	0	0	4	8	6	5	0	3	6	30	9	0
HHN_BAC_ASV_321	27	0	54	53	55	0	0	0	0	17	50	26	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_180	37	0	33	21	29	74	38	24	15	0	18	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10	0	9	13	34	17	7	14	5	29	13	0	12	7	17	15	16	6	5	18	9	8	8	10	21	8
DJ_BAC_ASV_366	0	0	0	0	0	0	0	14	0	0	0	0	0	50	0	0	0	48	0	0	0	5	0	0	0	0	0	0	0	0	0	10	13	19	0	26	104	10	10	0	8
HHN_BAC_ASV_671	0	136	0	0	0	0	46	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_353	107	54	0	0	0	0	0	83	43	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	59	32	36	20	49	24	0	0	0	0	23
DJ_BAC_ASV_1617	0	0	0	0	0	0	0	0	0	0	0	0	0	34	4	169	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
DJ_BAC_ASV_9851	1	87	0	0	0	3	6	0	199	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_3444	24	31	30	12	18	48	52	0	16	0	0	32	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_387	13	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	20	42	3	13	0	13	2	0	10	15	14	23	7	18	6	18	12	7	17	11	19	13
DJ_BAC_ASV_170	0	0	0	0	0	0	0	0	0	0	0	0	0	44	22	31	20	16	15	0	9	0	12	10	0	6	0	0	7	8	11	10	10	6	9	7	0	12	15	8	11
DJ_BAC_ASV_5413	0	68	0	13	0	0	0	18	138	28	0	0	0	0	0	21	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_698	0	0	0	0	0	0	0	0	0	0	0	0	0	16	8	81	20	0	0	0	13	0	7	6	0	12	0	3	0	9	0	6	10	10	0	0	7	19	31	17	23
DJ_BAC_ASV_956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	141	58	0	0	0	0	0	0	0	0	10	0	0	13	8	0	0	9	9	19	0	7
DJ_BAC_ASV_238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	55	164	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_871	8	55	15	16	12	8	12	42	18	3	40	50	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_129	0	0	0	0	0	0	0	0	0	0	0	0	0	40	11	27	0	31	28	15	26	6	9	11	2	9	5	9	0	6	7	0	11	10	0	4	0	4	12	0	9
HHN_BAC_ASV_316	21	11	30	30	47	24	0	22	8	8	30	41	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	64	57	0	0	0	0	0	0	30	0	30	11	20	0	22	0	0	0	33	14
DJ_BAC_ASV_11564	49	52	0	7	0	13	27	40	30	25	17	6	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1128	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	39	8	39	158	0	0	0	7	1	0	0	2	0	0	0	0	0	3	0	2	0	5	4	5	0	4
DJ_BAC_ASV_273	44	0	0	0	0	0	0	64	0	27	0	17	29	0	24	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	15	0	14	0	0
DJ_BAC_ASV_1550	0	0	0	0	0	0	0	0	0	0	0	0	0	33	15	149	57	0	0	0	0	4	6	1	0	0	0	5	0	1	0	1	5	2	2	0	0	0	0	0	0
DJ_BAC_ASV_49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	194	0	0	12	10	0	0	0	9	4	17	11	14	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_265	0	45	0	0	0	5	35	22	58	0	0	0	2	0	0	0	0	13	20	0	0	0	0	1	0	0	0	0	14	0	0	0	0	0	0	19	42	0	0	0	0
HHN_BAC_ASV_370	124	27	0	0	31	0	0	68	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	3	0	0	0	0	0	0	0	17	11	0	18	16	18	0	29	15	31	30	22	42	17
DJ_BAC_ASV_849	0	15	27	0	0	0	0	0	10	0	0	14	0	0	0	0	13	0	13	10	31	0	9	0	0	5	29	46	0	15	0	0	0	4	8	0	6	0	13	0	8
DJ_BAC_ASV_1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	164	17	57	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_751	62	0	0	0	0	0	0	44	20	55	22	16	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
DJ_BAC_ASV_749	0	0	35	46	45	30	38	0	0	0	24	26	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_150	16	11	0	0	0	0	0	23	19	15	5	0	9	14	26	36	38	0	11	0	0	11	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	10	21	0	0
DJ_BAC_ASV_206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	21	0	16	0	0	56	13	16	0	14	17	29	0	0	0	74
DJ_BAC_ASV_7339	24	88	5	3	1	14	40	61	16	0	9	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_43	0	0	9	9	8	0	0	0	0	0	0	0	0	31	26	19	28	18	13	10	0	6	5	9	4	5	0	6	11	3	0	3	7	3	5	2	4	5	12	3	6
DJ_BAC_ASV_146	0	0	0	0	0	0	0	0	0	0	0	0	0	24	26	17	23	12	18	0	0	7	13	12	4	9	0	0	0	14	3	11	0	9	3	9	9	9	13	11	12
DJ_BAC_ASV_375	18	25	0	0	0	0	0	46	0	0	0	0	0	0	20	0	0	0	0	38	0	0	0	0	0	0	77	20	0	0	0	0	0	0	0	0	0	0	24	0	0
DJ_BAC_ASV_163	0	27	0	0	6	0	0	23	0	10	0	0	5	0	12	26	26	3	14	0	20	0	10	10	0	4	11	8	13	10	9	6	5	0	0	0	9	0	0	0	0
DJ_BAC_ASV_1912	0	0	51	29	29	0	0	0	0	8	43	44	35	0	0	0	0	13	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1108	0	0	30	52	0	0	0	0	0	118	50	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_17447	29	22	12	0	0	0	0	46	19	51	37	24	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_199	0	0	0	0	0	0	0	0	0	0	0	0	0	21	6	20	18	13	14	7	17	11	9	7	0	15	2	7	6	14	10	6	6	5	7	7	3	5	10	0	12
HHN_BAC_ASV_226	137	15	0	0	0	0	0	41	19	32	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_21477	74	40	0	0	0	0	0	96	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
DJ_BAC_ASV_1201	39	18	0	0	0	1	0	45	26	68	27	10	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_359	11	20	16	9	18	12	28	6	9	3	17	12	7	12	15	9	0	15	4	4	0	0	6	0	0	0	0	0	0	3	0	1	0	0	0	2	0	5	7	0	2
DJ_BAC_ASV_233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	74	34	11	13	0	9	8	3	2	0	0	7	0	0	5	6	6	7	0	5	0	4	12	10	0
DJ_BAC_ASV_5628	26	28	12	11	6	21	31	13	12	37	16	16	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	0	95	0	9	0	76	33	2	0	0	0	0	0	0	2	6	0	3	0	2	0	0	0	0	0
DJ_BAC_ASV_1085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	67	16	0	25	0	35	0	0	0	0	0	0	6	12	4	5	0	0	0	0	0	15	0	48	0	0
DJ_BAC_ASV_3196	25	22	6	4	0	76	27	45	23	0	5	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_244	68	28	0	0	0	0	0	71	15	17	20	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1885	0	0	0	0	0	0	0	0	0	0	0	0	0	50	11	75	75	8	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_291	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	29	47	10	1	30	23	6	18	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	0	0	8
DJ_BAC_ASV_1279	0	7	0	0	0	0	0	15	0	4	0	0	0	0	9	89	45	0	0	21	25	13	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	8	0	0	0
HHN_BAC_ASV_902	14	77	0	0	0	0	6	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_4575	0	0	48	80	60	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_508	39	43	9	21	7	0	0	0	27	52	18	10	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1385	0	0	50	38	40	0	49	0	0	0	0	33	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1723	43	45	3	0	0	0	0	35	24	37	16	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_186	0	0	36	36	44	0	0	0	0	0	47	48	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1275	0	0	0	2	0	0	0	0	0	0	0	0	2	14	10	69	36	4	8	6	32	5	6	0	0	0	0	0	0	4	0	0	27	0	0	1	0	4	0	0	0
DJ_BAC_ASV_2624	0	81	1	1	0	0	0	0	129	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0
HHN_BAC_ASV_328	0	0	20	27	43	18	9	0	0	0	43	54	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_92	26	0	8	11	9	66	26	34	34	0	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_209	37	21	0	0	0	0	0	29	13	51	17	8	17	0	8	0	0	0	20	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_231	0	26	0	12	13	23	76	0	0	0	0	0	0	19	10	0	0	15	21	0	0	0	0	0	0	0	0	0	0	5	0	3	0	4	0	0	0	0	0	0	0
HHN_BAC_ASV_234	16	15	23	9	17	55	36	35	0	0	7	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_147	23	8	1	2	0	38	20	17	11	0	1	4	5	0	2	0	0	0	2	3	10	0	0	0	0	0	0	0	0	0	5	1	2	4	0	3	31	8	22	0	1
DJ_BAC_ASV_409	0	0	7	11	12	25	0	0	0	0	0	0	0	0	0	44	73	0	14	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0
DJ_BAC_ASV_271	28	14	0	1	0	2	0	33	19	10	12	0	11	0	17	15	6	0	0	9	12	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	13	11	0	0
DJ_BAC_ASV_1610	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	16	56	31	30	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
DJ_BAC_ASV_917	43	19	0	0	0	0	1	60	30	21	13	6	15	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_268	18	14	0	0	4	0	0	24	14	99	13	9	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	87	70	4	4	4	0	0	2	0	0	2	4	1	8	9	3	3	0	0	6
DJ_BAC_ASV_468	0	9	0	0	0	0	0	0	0	0	0	3	0	0	9	0	0	0	0	16	0	0	0	2	20	17	63	33	0	12	23	0	0	0	0	0	0	0	0	3	8
DJ_BAC_ASV_328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	1	0	5	0	0	0	36	5	0	43	13	7	25	5	16	7	11	5	12	2	6	0	10
HHN_BAC_ASV_668	77	42	0	0	0	0	0	0	62	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_443	0	0	37	37	52	0	33	0	0	0	0	24	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1131	13	0	36	16	18	18	34	15	0	0	20	28	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_613	49	0	10	0	0	0	0	20	0	102	16	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	9	9	0	0	0	4	15	11	14	17	17	0	11	36	21	28	15
DJ_BAC_ASV_1267	0	0	0	0	0	0	0	0	0	0	0	0	0	57	16	35	67	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	0	60	22	15	42	15	13	8	0	4	0	8	0	0	0
DJ_BAC_ASV_825	0	0	0	0	0	0	0	0	0	0	2	7	3	0	0	18	0	0	0	24	71	12	16	8	0	1	0	0	6	11	22	8	0	0	0	0	0	4	0	0	0
HHN_BAC_ASV_847	0	137	0	0	0	0	3	0	54	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_338	50	0	0	0	0	0	0	54	0	10	0	0	0	0	39	15	0	0	13	0	9	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	9	0	0
DJ_BAC_ASV_25758	0	97	0	0	0	0	0	8	90	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_820	0	0	17	17	16	19	4	0	0	0	17	20	10	19	6	15	0	5	0	8	18	0	0	0	0	0	0	3	0	7	0	4	0	0	0	0	2	0	0	0	1
DJ_BAC_ASV_139	0	0	0	0	0	0	0	0	0	0	0	0	0	33	5	23	7	0	7	6	38	0	7	7	0	12	0	2	4	4	1	7	4	10	1	0	0	11	13	1	3
DJ_BAC_ASV_4150	25	14	0	0	17	44	41	15	16	0	12	6	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	98	0	0	26	12	5	0	2	6	5	5	0	20	5	4	0	2	0	3	0	0	0	4
DJ_BAC_ASV_157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204
HHN_BAC_ASV_306	0	22	14	14	15	52	28	0	0	12	9	20	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_645	0	0	0	0	0	0	0	0	0	0	0	0	0	26	29	50	53	0	0	0	0	0	0	0	0	0	0	4	3	0	2	0	6	0	0	6	24	0	0	0	0
DJ_BAC_ASV_20207	0	33	3	0	1	0	0	0	25	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7	83	0	0	6	0	0	0	8	16	7	6	0	52	5	0	0	0	0	0	0	0	0	4
DJ_BAC_ASV_363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	72	17	15	8	27	20	0	0	0
DJ_BAC_ASV_6888	7	0	38	30	17	26	27	0	5	5	9	21	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_747	10	18	7	18	17	13	9	17	0	9	22	17	38	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_387	25	0	0	0	0	0	0	27	0	93	15	6	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_318	25	0	17	22	16	24	4	18	0	3	26	24	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1778	13	7	0	0	0	4	4	16	4	0	5	9	4	5	21	21	14	0	5	8	20	0	4	0	0	0	1	0	0	0	0	0	8	0	0	1	5	0	16	0	0
DJ_BAC_ASV_132	0	0	0	28	40	0	25	0	0	0	0	0	22	0	46	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_587	106	0	0	0	0	0	0	29	18	19	0	0	10	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2
DJ_BAC_ASV_203	0	0	0	0	0	0	0	0	0	0	0	0	0	13	14	9	0	11	11	15	9	9	8	6	1	5	3	6	9	8	10	8	9	0	4	0	5	3	6	0	10
DJ_BAC_ASV_467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	52	0	34	18	16	0	0	0	0	0	11	0	21	0	0	12	0	0	14	0	0
HHN_BAC_ASV_1248	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_313	64	21	0	0	0	0	0	59	24	16	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_296	0	0	0	0	0	0	0	5	0	0	0	0	0	11	11	10	13	4	8	35	16	2	8	2	0	0	14	15	0	8	8	0	1	0	0	0	0	0	0	10	8
DJ_BAC_ASV_456	57	10	0	0	0	0	0	44	15	0	0	0	0	0	37	0	0	0	0	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
DJ_BAC_ASV_1576	0	0	0	0	0	0	0	0	0	0	0	0	0	115	5	7	10	11	18	0	14	0	4	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	48	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	23	0	0	0	0
DJ_BAC_ASV_119	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_13284	32	15	12	0	0	0	9	43	15	10	13	20	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_102	0	0	0	0	0	0	0	0	0	0	0	0	0	27	20	24	0	38	23	0	0	0	0	18	0	0	11	0	0	0	10	0	0	0	0	13	0	0	0	0	0
DJ_BAC_ASV_431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	4	12	9	10	29	28	5	5	6	0	7	1	2	11	7	7	3	8	3	4	0	1	4	7
DJ_BAC_ASV_2854	21	14	9	0	0	36	58	0	12	0	10	15	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_3804	0	0	26	20	0	24	50	0	0	0	35	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	11	10	11	8	0	8	7	9	4	6	6	8	5	6	11	7	6	7	0	6	0	9	10	12	0	0
DJ_BAC_ASV_579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	11	0	3	38	12	6	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DJ_BAC_ASV_5297	25	32	12	11	0	15	25	16	23	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_497	0	6	12	6	3	0	0	5	0	17	59	47	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_513	29	7	6	2	0	4	0	29	13	30	20	10	21	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
DJ_BAC_ASV_721	24	0	0	0	0	9	0	28	0	10	0	0	0	0	0	0	0	0	0	32	43	0	0	0	0	0	0	0	0	0	8	0	24	0	0	0	0	0	0	0	0
HHN_BAC_ASV_491	27	33	0	5	0	8	7	36	19	20	9	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_253	0	0	0	0	0	0	0	0	0	0	0	0	0	19	12	0	21	15	10	0	11	8	6	8	0	0	6	0	0	8	0	16	9	6	0	0	4	0	9	2	5
DJ_BAC_ASV_1639	0	0	0	0	0	0	0	0	0	0	0	0	0	31	4	80	46	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHN_BAC_ASV_476	34	23	0	0	0	0	0	58	19	0	21	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	162	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1670	23	0	0	0	0	0	0	44	26	23	19	15	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_172	0	0	0	3	3	0	0	0	0	0	0	3	0	12	13	20	9	7	14	0	11	6	2	2	3	3	9	9	0	5	6	0	4	0	6	4	4	3	10	0	2
HHN_BAC_ASV_829	0	44	0	0	0	0	0	0	112	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DJ_BAC_ASV_1192	0	9	19	0	16	0	0	18	9	0	29	20	20	0	4	7	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	7	0	0	2	0
